name,price,url,image
"Hershey, Chocolate and Sweets Assortment Miniatures Candy, Halloween, 60.8 oz, Bulk Bag (210 Pieces)",14.74,https://www.walmart.com/ip/Hershey-Chocolate-and-Sweets-Assortment-Miniatures-Candy-Halloween-60-8-oz-Bulk-Bag-210-Pieces/844213701,https://i5.walmartimages.com/asr/9ce8d24b-3fe9-4a23-ba45-554b541bbd9c.7728d4ee733554c041b2fae5a2982a3e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey, Miniatures Chocolate and Sweets Assortment Candy, Halloween, 33.9 oz, Bulk Variety Bag (110 Pieces)",9.94,https://www.walmart.com/ip/Hershey-Miniatures-Chocolate-and-Sweets-Assortment-Candy-Halloween-33-9-oz-Bulk-Variety-Bag-110-Pieces/766921628,https://i5.walmartimages.com/asr/61d55d9b-94db-4048-a225-f48746516b26.b6b54927ecfb26a9a66e5772c4ad34ba.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Butterfinger Chocolate Candy Bars, Fun Size, 19.8 oz Jumbo Bag",4.88,https://www.walmart.com/ip/Butterfinger-Chocolate-Candy-Bars-Fun-Size-19-8-oz-Jumbo-Bag/896877954,https://i5.walmartimages.com/asr/98fb1ff8-ca57-4810-b79a-71738b9ac6bf.1baba06ae8673e0754e33c6a0456a0c7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"M&M'S, Snickers, Twix and Milky Way Caramel Lovers Fun Size Halloween Candy Caramel Assortment - 33.87oz/55pc",9.94,https://www.walmart.com/ip/M-M-S-Snickers-Twix-and-Milky-Way-Caramel-Lovers-Fun-Size-Halloween-Candy-Caramel-Assortment-33-87oz-55pc/206111858,https://i5.walmartimages.com/asr/69fa1ab4-a146-4a3d-a8eb-403e5a0b1c15.530be5244e3e02659810e94b4c049e45.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"M&M'S, SNICKERS, TWIX, 3 MUSKETEERS & MILKY WAY Halloween Chocolate Candy Variety Mix 77.58-Ounce 250-Piece Bag",55.62,https://www.walmart.com/ip/M-M-S-SNICKERS-TWIX-3-MUSKETEERS-MILKY-WAY-Halloween-Chocolate-Candy-Variety-Mix-77-58-Ounce-250-Piece-Bag/465955893,https://i5.walmartimages.com/asr/a162c855-af5d-41f3-91f6-8050371a44d8.21d6189ec0b694149825b7d472b65c06.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"REESE'S, TAKE 5, Pretzels, Caramel, Peanut Butter, Peanut and Chocolate Snack Size Candy Bars, Individually Wrapped, 11.25 oz, Bag",4.98,https://www.walmart.com/ip/REESE-S-TAKE-5-Pretzels-Caramel-Peanut-Butter-Peanut-and-Chocolate-Snack-Size-Candy-Bars-Individually-Wrapped-11-25-oz-Bag/21554158,https://i5.walmartimages.com/asr/dfaac82a-6669-4ed4-bd46-a3e32991b6c7_1.075148beeb6977c3694d9d0a8baaff66.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Snickers, Twix, 3 Musketeers, and Milky Way Full Size Halloween Candy Bar Variety Box - 33.31oz/18ct",4.98,https://www.walmart.com/ip/Snickers-Twix-3-Musketeers-and-Milky-Way-Full-Size-Halloween-Candy-Bar-Variety-Box-33-31oz-18ct/26356642,https://i5.walmartimages.com/asr/b4c654a4-8e59-4189-8102-339f28732406.068ca5bd8f21d9f96bf786afc9b86ef6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Payday, Halloween Peanut Caramel Snack Size Candy Bars, 20.3 Oz.",4.88,https://www.walmart.com/ip/Payday-Halloween-Peanut-Caramel-Snack-Size-Candy-Bars-20-3-Oz/10450462?athbdg=L1300,https://i5.walmartimages.com/asr/abaf2a51-2a34-4b80-8e25-37e65e128c70_1.f7e3e48a102424b3c9f87376a724adaa.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"HERSHEY'S, Milk Chocolate Snack Size Candy, Halloween, 19.8 oz, Jumbo Bag",4.88,https://www.walmart.com/ip/HERSHEY-S-Milk-Chocolate-Snack-Size-Candy-Halloween-19-8-oz-Jumbo-Bag/870788980,https://i5.walmartimages.com/asr/6fd11456-3430-4fc2-87b1-be7155cd4f98.88b148c05c2065e17914703f07ae6afd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey, Chocolate and White Creme Assortment Miniatures Candy, Halloween, 81.4 oz, Bulk Variety Bag (250 Pieces)",19.54,https://www.walmart.com/ip/Hershey-Chocolate-and-White-Creme-Assortment-Miniatures-Candy-Halloween-81-4-oz-Bulk-Variety-Bag-250-Pieces/648479513,https://i5.walmartimages.com/asr/b35e768e-5c13-4e80-be3b-eaea36ffac36.8d0e85202c21394ea2edb6483fec57a0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"MOUNDS, Dark Chocolate and Coconut Snack Size Candy Bars, Halloween, 11.3 oz, Bag",4.98,https://www.walmart.com/ip/MOUNDS-Dark-Chocolate-and-Coconut-Snack-Size-Candy-Bars-Halloween-11-3-oz-Bag/154294701,https://i5.walmartimages.com/asr/c57c11c7-e62b-4fe7-bdbc-af4cf4bdfd1a.4c579e073349ca584b7df472f5002d33.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey, Miniatures Chocolate and White Creme Assortment Candy, Halloween, 118.76 oz, Bulk Variety Bag (365 Pieces)",23.98,https://www.walmart.com/ip/Hershey-Miniatures-Chocolate-and-White-Creme-Assortment-Candy-Halloween-118-76-oz-Bulk-Variety-Bag-365-Pieces/185016845,https://i5.walmartimages.com/asr/3ccf75fc-c272-4334-ae74-60f45c0e673a.6648786d0772f2e9f90dfb3eb8feee95.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey, All Time Greats Chocolate Assortment Snack Size Candy, Halloween, 31.3 oz, Bulk Bag (60 Pieces)",9.94,https://www.walmart.com/ip/Hershey-All-Time-Greats-Chocolate-Assortment-Snack-Size-Candy-Halloween-31-3-oz-Bulk-Bag-60-Pieces/224633838,https://i5.walmartimages.com/asr/06c775e2-813a-4211-a15d-54b7e05dc201.ac4464b8297329528d6680320e56b5b3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Brach's Halloween Candy Corn, 38 Oz",4.98,https://www.walmart.com/ip/Brach-s-Halloween-Candy-Corn-38-Oz/537949182,https://i5.walmartimages.com/asr/4a145a4a-bb20-4f85-b30e-2f1afe69b28d.ea79be66d8350feeee974d61ba243030.png?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey, Assorted Miniatures, Milk and Dark Chocolate Assortment Candy, Bulk, 33.43 oz, Party Bag, 60 Pieces",9.98,https://www.walmart.com/ip/Hershey-Assorted-Miniatures-Milk-and-Dark-Chocolate-Assortment-Candy-Bulk-33-43-oz-Party-Bag-60-Pieces/665417764,https://i5.walmartimages.com/asr/9c8996b9-c264-40a8-9608-5f56f270efcf_3.e6656cee282a8e83f19bf32e99651a3b.png?odnHeight=180&odnWidth=180&odnBg=ffffff
"Snickers, Twix, Milky Way & 3 Musketeers Variety Pack Halloween Mini Size Milk & Dark Chocolate Candy Bars, 135 Piece Bag",9.94,https://www.walmart.com/ip/Snickers-Twix-Milky-Way-3-Musketeers-Variety-Pack-Halloween-Mini-Size-Milk-Dark-Chocolate-Candy-Bars-135-Piece-Bag/902013525,https://i5.walmartimages.com/asr/13e53739-4f7b-4bc8-a411-b737c7bc30b7.8da85641398ad06df63be95c6a1a7d8f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Brach's Kiddie Mix Variety Bag 75 oz, 315 Ct",15.34,https://www.walmart.com/ip/Brach-s-Kiddie-Mix-Variety-Bag-75-oz-315-Ct/438469537?athbdg=L1600,https://i5.walmartimages.com/asr/f3abcb8b-9680-4127-88ab-0c3be070c715.6fbcef232434037b328b0098d5473d3c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"SOUR PATCH KIDS Original Soft & Chewy Candy, 3.5 oz Box, Halloween Candy",1.0,https://www.walmart.com/ip/SOUR-PATCH-KIDS-Original-Soft-Chewy-Candy-3-5-oz-Box-Halloween-Candy/10795058,https://i5.walmartimages.com/asr/789c4c02-d81b-4cfb-ad60-08ccfcf19fa3.f14bc5a579963124e50ba08902f0411c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Snickers Peanut Brownie Fun Size Halloween Chocolate Candy Bars, 9.14oz Bag",2.98,https://www.walmart.com/ip/Snickers-Peanut-Brownie-Fun-Size-Halloween-Chocolate-Candy-Bars-9-14oz-Bag/911187456,https://i5.walmartimages.com/asr/a68b7613-8290-4c8b-bef2-f5237eb999b9.f3b85df62bdc7e332ab79465a45e7374.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Butterfinger, Baby Ruth, Crunch, 100 Grand, Assorted Full Size Halloween Chocolate Bars, 20 Count",13.94,https://www.walmart.com/ip/Butterfinger-Baby-Ruth-Crunch-100-Grand-Assorted-Full-Size-Halloween-Chocolate-Bars-20-Count/227656348,https://i5.walmartimages.com/asr/e1569575-f630-4639-81bc-ef1ef4e319f8.7c262dedeccbdb9e5bdf843f515cffb5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Mounds, Snack Size Dark Chocolate & Coconut Candy Bars, 11.3 Oz.",2.98,https://www.walmart.com/ip/Mounds-Snack-Size-Dark-Chocolate-Coconut-Candy-Bars-11-3-Oz/24538600?athbdg=L1300,https://i5.walmartimages.com/asr/c87c7ae0-3c4f-4b09-8fb7-8be254412cd1_1.751bc90a4a13cc8343e96bd1ba1662c6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Butterfinger Minis Chocolate Halloween Candy Bars, 10.8 oz Bag",3.48,https://www.walmart.com/ip/Butterfinger-Minis-Chocolate-Halloween-Candy-Bars-10-8-oz-Bag/791019830,https://i5.walmartimages.com/asr/d4c796ca-d94c-4100-962d-80c78907717f.c401b27b6dcc4827af919291c7b3a5f4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
SKITTLES & STARBURST Full Size Assorted Chewy Candy - 18ct Box,13.24,https://www.walmart.com/ip/SKITTLES-STARBURST-Full-Size-Assorted-Chewy-Candy-18ct-Box/190615388,https://i5.walmartimages.com/asr/3a7a684f-fb38-464b-8d8b-80b9b5dcc8b2.170dfa493cb26b51eb3744e0464fedc9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey, Miniatures Chocolate and Sweets Assortment Candy, Halloween, 91.2 oz, Bulk Variety Bag (315 Pieces)",19.54,https://www.walmart.com/ip/Hershey-Miniatures-Chocolate-and-Sweets-Assortment-Candy-Halloween-91-2-oz-Bulk-Variety-Bag-315-Pieces/451964174,https://i5.walmartimages.com/asr/afdf85aa-aff2-482a-ac6c-5cac1d01fb0e.806168002a9bed4b85531cecf1940153.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey, Miniatures Halloween Assortment Chocolate, White Creme and Sweets Assortment Candy, Halloween, 37.4 oz, Plastic Pumpkin Candy Bowl (160 Pieces)",19.54,https://www.walmart.com/ip/Hershey-Miniatures-Halloween-Assortment-Chocolate-White-Creme-Sweets-Candy-Halloween-37-4-oz-Plastic-Pumpkin-Candy-Bowl-160-Pieces/569231610,https://i5.walmartimages.com/asr/ef61e1be-bfc7-4e3e-ae68-510d9db3fb69.43e98f3226365b419cbee16d88106ea5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"HERSHEY'S, REESE'S & KIT KAT, Assorted White Crme Snack Size Candy Bars, Halloween, 32.6 oz, Party Bag (Approx. 59 Pieces)",27.57,https://www.walmart.com/ip/HERSHEY-S-REESE-S-KIT-KAT-Assorted-White-Cr-me-Snack-Size-Candy-Bars-Halloween-32-6-oz-Party-Bag-Approx-59-Pieces/289292460,https://i5.walmartimages.com/asr/60c96e37-8ec5-4bee-82ef-05b19d9d9c4f.77d728e0f2dd80a6f1d3b35496dcca06.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"REESE'S, TAKE 5 Pretzel, Caramel, Peanut Butter, Peanut and Chocolate Snack Size Candy Bars, Halloween, 19.5 oz, Jumbo Bag",4.88,https://www.walmart.com/ip/REESE-S-TAKE-5-Pretzel-Caramel-Peanut-Butter-Peanut-and-Chocolate-Snack-Size-Candy-Bars-Halloween-19-5-oz-Jumbo-Bag/620346551,https://i5.walmartimages.com/asr/005aca97-e3fc-428e-a6f1-6ccdb9c2c636.e4ea4103781f21450d0acc5aa10e1ffc.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Baby Ruth Milk Chocolate Bars, Fun Size Halloween Candy, 10.2 oz Bag",14.05,https://www.walmart.com/ip/Baby-Ruth-Milk-Chocolate-Bars-Fun-Size-Halloween-Candy-10-2-oz-Bag/190742778,https://i5.walmartimages.com/asr/16598b19-b995-44b9-80b2-133040c77643.c55b137e7b08761eec283ff1a9ebdd0b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Crunch Chocolate Bars, Fun Size Halloween Candy,, 10 oz Bag",12.86,https://www.walmart.com/ip/Crunch-Chocolate-Bars-Fun-Size-Halloween-Candy-10-oz-Bag/360838424,https://i5.walmartimages.com/asr/adc79768-5f23-4a99-9319-8985dc002a9a.a55ef46c0556e91f5b58d459cdde6ff8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
Milky Way Chocolate Bars Fun Size Halloween Candy - 10.65oz,11.99,https://www.walmart.com/ip/Milky-Way-Chocolate-Bars-Fun-Size-Halloween-Candy-10-65oz/50861022,https://i5.walmartimages.com/asr/8cafa092-6531-4a0f-b020-9dd481dfc795.f0909a2f44ad14f8317e911ffe19a279.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey's Halloween Assorted Candy Nuts About Nuts Snack Size, 29.7 oz, 55 Count",27.57,https://www.walmart.com/ip/Hershey-s-Halloween-Assorted-Candy-Nuts-About-Nuts-Snack-Size-29-7-oz-55-Count/509068941,https://i5.walmartimages.com/asr/6d7291c3-5f63-485c-93e3-9ff8e1c06b1c.d9b6915329642b77e8012918232d065b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Butterfinger, Crunch, 100 Grand, Baby Ruth, Assorted Fun Size Chocolate Halloween Candy Bars, 39.8 oz, 70 Piece Bag",27.57,https://www.walmart.com/ip/Butterfinger-Crunch-100-Grand-Baby-Ruth-Assorted-Fun-Size-Chocolate-Halloween-Candy-Bars-39-8-oz-70-Piece-Bag/826227360,https://i5.walmartimages.com/asr/d452d7e8-09b6-435e-9231-461e65333025.faef3cd7f9a1b52fdfd9d25bcdc0e85b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"SWEDISH FISH Candy, Original Flavor, Halloween Candy, 1 Peg Bag (3.6oz)",27.57,https://www.walmart.com/ip/SWEDISH-FISH-Candy-Original-Flavor-Halloween-Candy-1-Peg-Bag-3-6oz/457163869,https://i5.walmartimages.com/asr/e26994c5-254f-4e2b-9384-ae0ca6df53b6.cbe9460ade7087b56660d6bf81bf7e4a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Snickers, M&M'S & Skittles Bulk Halloween Candy Assortment-29.82oz/55ct",9.94,https://www.walmart.com/ip/Snickers-M-M-S-Skittles-Bulk-Halloween-Candy-Assortment-29-82oz-55ct/892099773,https://i5.walmartimages.com/asr/8723f731-11f2-4599-9a65-09c8eda0173e.824724640d4b0eab63497dfce7f5b0dd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Hershey's Halloween Candy Assortment, 117.5 oz, 400 Count",23.98,https://www.walmart.com/ip/Hershey-s-Halloween-Candy-Assortment-117-5-oz-400-Count/574258174,https://i5.walmartimages.com/asr/df503d5e-49f5-404b-b9d4-9d03d9ca0472.ea8b5a6549070263352dee10451572d7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"REESE'S, Milk Chocolate Peanut Butter Snack Size Cups Candy, Gluten Free, 0.55 oz, Packs (12 Count)",1.96,https://www.walmart.com/ip/REESE-S-Milk-Chocolate-Peanut-Butter-Snack-Size-Cups-Candy-Gluten-Free-0-55-oz-Packs-12-Count/32667929,https://i5.walmartimages.com/asr/ec3fa7b4-6dd4-44ed-8d12-a9482631ab1f.8cec719cf99eafc2c0c553afab695e6c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Butterfinger Chocolate Bars, Fun Size Halloween Candy, 3.9 oz, 6 Pack",0.98,https://www.walmart.com/ip/Butterfinger-Chocolate-Bars-Fun-Size-Halloween-Candy-3-9-oz-6-Pack/329238603,https://i5.walmartimages.com/asr/6a201299-7e83-4300-95b1-13e8f6e79220_1.f850b7374b15c0ddb01965759e40b61d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Tootsie Child's Play Variety Candies Pack, 3.5 Lb.",9.48,https://www.walmart.com/ip/Tootsie-Child-s-Play-Variety-Candies-Pack-3-5-Lb/10534792,https://i5.walmartimages.com/asr/f6f47504-4f2a-4375-a82f-48f3dc04db98_1.63743d68a27321d0588318e021384116.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
M&M'S Mixed Flavors Share Box Halloween Candy - 30.58oz/18pks,13.24,https://www.walmart.com/ip/M-M-S-Mixed-Flavors-Share-Box-Halloween-Candy-30-58oz-18pks/21143188,https://i5.walmartimages.com/asr/457cd6a2-97d5-4934-b22e-a04825508ba3.2775ffa8aeec889e8dad32a5484f6a52.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff
"Charms Candy Carnival Assorted Candy, 5.5 Lb",14.98,https://www.walmart.com/ip/Charms-Candy-Carnival-Assorted-Candy-5-5-Lb/617314343,https://i5.walmartimages.com/asr/d19bd83b-d5a1-46e0-848b-5412bf06c28f_2.d60efe3b65522534f01a6bf59e724153.png?odnHeight=180&odnWidth=180&odnBg=ffffff
